id,name_uz,name_ru,name_en
9159,"Suv, tuz va reagentlardan himoya","Защита от воды, соли и реагентов","Protection against water, salt and reagents"
9137,Kichik maishiy texnika uchun,Для мелкой бытовой техники,For small household appliances
9149,Rang yorqinligini kuchaytirgichlar,Усилители яркости цвета,Color brightness enhancers
9121,Yuvish uchun vositalar,Средства для стирки,Washing products
9135,Katta maishiy texnika uchun,Для крупной бытовой техники,For large household appliances
9140,Ratisidlar,Ратициды,Raticides
9155,Poyabzal uchun koʻpikli tozalash vositalari,Пенящиеся чистящие средства для обуви,Foaming shoe cleaners
9130,Xoʻjalik sovuni,Хозяйственное мыло,Laundry soap
9153,Poyabzal uchun choʻtkalar va gubkalar,Щетки и губки для обуви,Shoe brushes and sponges
9151,Poyabzal uchun kremlar va vosklar,Кремы и воски для обуви,Shoe creams and waxes
9144,Repelentlar,Репелленты,Repellents
9115,IYuM uchun tabletkalar va kapsulalar,Таблетки и капсулы для ВМС,Tablets and capsules for IUD
9092,"Pryaniklar, vaflilar","Чипсы, вафли","Crisps, waffles"
9070,"Shokolad, konfetlar, shirinliklar","Шоколад, конфеты, сладости","Chocolate, candies, sweets"
9094,"Tortlar, ruletlar, keksler","Торты, рулеты, кексы","Cakes, rolls, cupcakes"
9112,Idish yuvish mashinalari uchun vositalar,Моющие средства для посудомоечных машин,Dishwasher detergents
9105,Havoni musaffolashtirgichlar va neytralizatorlar,Очистители и нейтрализаторы воздуха,Air purifiers and neutralizers
9100,Saqichlar,Жевательная резинка,Chewing gum
9102,Pechenye,Файлы cookie,Cookies
9096,Sharq shirinliklari,Восточные сладости,Oriental sweets
9098,"Zefir, pastila, marmelad","Зефир, пастила, мармелад","Marshmallow, pastille, marmalade"
9113,IYuM uchun chayish vositalari,Ополаскиватель для ВМС,Rinse aid for IUD
9122,Oqartirgichlar va dogʻ ketkazgichlar,Отбеливатели и пятновыводители,Bleaches and stain removers
9124,Kir yuvish kapsulalari,Капсулы для стирки,Laundry capsules
9126,Konditsionerlar va chayish vositalari,Кондиционеры и ополаскиватели,Conditioners and rinses
9128,Kir yuvish kukunlari,Стиральные порошки,Laundry detergents
9106,Uy uchun xushboʻylashtirgichlar,Освежители воздуха для дома,Home air fresheners
9108,Havo tozalagichlar,Очистители воздуха,Air purifiers
9119,IYuM uchun gellar va suyuqliklar,Гели и жидкости для ВМС,Gels and liquids for IUDs
9110,Hidlarni neytrallash vositalari,Нейтрализаторы запаха,Odor neutralizers
9117,IYuM uchun kukunlar,Порошки для ВМС,Powders for IUDs
9052,Choy to'plamlari,Чайные сервизы,Tea sets
9054,"Kakao, issiq shokolad","Какао, горячий шоколад","Cocoa, hot chocolate"
9080,Shokolad,Шоколад,Chocolate
9048,Koʻk choy,Зеленый чай,Green tea
9088,"Shokoladli, yongʻoqli pasta",Шоколадно-ореховая паста,Chocolate and nut paste
9060,Qoʻshimchalar qoʻshilgan choy,Чай с добавками,Tea with additives
9064,Qahvali va sutli ichimliklar,Кофе и молочные напитки,Coffee and milk drinks
9066,Kapsulalardagi qahva,Кофе в капсулах,Coffee in capsules
9068,Qizil choy,Красный чай,Red tea
9056,Maydalangan qahva,Молотый кофе,Ground coffee
9058,Eriydigan qahva,Растворимый кофе,Instant coffee
9082,Shokoladli tuxumlar va Syurpriz-tuxumlar,Шоколадные яйца и яйца-сюрпризы,Chocolate eggs and Surprise eggs
9071,Konfetlar,Конфеты,Candies
9086,Kraft shokoladlar,Крафт-шоколад,Kraft chocolates
9043,"Choy, qahva, issiq ichimliklar","Чай, кофе, горячие напитки","Tea, coffee, hot drinks"
9062,Sikoriy,Цикорий,Chicory
9084,Batonchalar,Бары,Bars
9050,Qora choy,Черный чай,Black tea
9090,"Qutili konfetlar, sovgʻalar toʻplami","Конфеты в коробках, подарочный набор","Boxed candies, gift set"
9014,Ziravorlar,Специи,Spices
9037,Krekerlar,Крекеры,Crackers
9041,"Dudlangan, qoqi qilingan, quritilgan dengiz mahsulotlari va goʻshtli gazaklar","Копченые, вяленые, сушеные морепродукты и мясные закуски","Smoked, cured, dried seafood and meat snacks"
9044,Giyohli choylar,Травяные чаи,Herbal teas
9039,"Chips, popkorn","Чипсы, попкорн","Chips, popcorn"
9028,Desertlar va pishiriqlar tayyorlash uchun aralashmalar,Смеси для приготовления десертов и выпечки,Mixes for making desserts and pastries
9001,Shakar,Сахар,Sugar
9010,Pistalar,Фисташки,Pistachios
9006,Quruq mevalar va sabzavotlar,Сушеные фрукты и овощи,Dried fruits and vegetables
8998,"Un, shakar va tuz","Мука, ​​сахар и соль","Flour, sugar and salt"
9032,Pishirish uchun yeyiladigan dekor,Съедобный декор для выпечки,Edible decor for baking
9019,Pishiriq va desertlar uchun mahsulotlar,Продукты для выпечки и десертов,Products for baking and desserts
9035,"Suxarilar, krekerlar, barankalar, sushkalar","Сухари, крекеры, рогалики, сушки","Rusks, crackers, bagels, sushkas"
9008,Yongʻoqlar,Орехи,Nuts
9012,Mevali chipslar,Фруктовые чипсы,Fruit chips
9034,Sneklar,Закуски,Snacks
9046,Donli qahva,Кофейные зерна,Coffee beans
9030,Quruq qaymoq va sut,Сухие сливки и молоко,Dry cream and milk
9005,"Yongʻoqlar, quritilgan mevalar, pistalar","Орехи, сухофрукты, фисташки","Nuts, dried fruits, pistachios"
9003,Tuz,Соль,Salt
9015,Ziravorlar,Специи,Spices
9017,Ziravorlar,Специи,Spices
9020,Ozuqaviy qoʻshimchalar,Пищевые добавки,Nutritional supplements
8988,Asal va asalarichilik mahsulotlari,Мед и продукты пчеловодства,Honey and beekeeping products
8961,Yog'lar va souslar,Масла и соусы,Oils and sauces
8992,Siroplar va toppinglar,Сиропы и начинки,Syrups and toppings
8956,Quruq nonushta,Сухой завтрак,Dry breakfast
8994,Quyultirilgan sut,Сгущенное молоко,Condensed milk
8962,Yog’lar,Масла,Oils
8996,"Murabbo, jemlar va yanchilgan rezavorlar","Джемы, желе и измельченные ягоды","Jams, jellies, and crushed berries"
8939,"Makaronlar, yormalar va quruq nonushtalar","Макароны, хлопья и сухие завтраки","Pasta, cereals and dry breakfasts"
8951,Tez tayyorlanadigan mahsulotlar,Быстрое питание,Fast food
8970,Souslar,Соусы,Sauces
8987,"Asal, murabbo, shirin konservalar","Мед, джем, сладкое варенье","Honey, jam, sweet preserves"
8999,Un,Мука,Flour
8900,"Suv, sharbatlar, ichimliklar","Вода, соки, напитки","Water, juices, drinks"
8940,Yormalar va dukkaklilar,Зерновые и бобовые,Cereals and legumes
8926,Konservalar,Консервы,Canned goods
8924,"Balzamlar, toniklar, eliksirlar","Бальзамы, тоники, эликсиры","Balms, tonics, elixirs"
8929,Konservalangan mevalar,Консервированные фрукты,Canned fruits
8935,Konservalangan sabzavotlar,Консервированные овощи,Canned vegetables
8914,Qarsildoq nonlar,Хрустящие хлебцы,Crispy breads
8907,Gazlangan ichimliklar,Газированные напитки,Carbonated drinks
8911,"Morslar, kissellar, kompotlar","Джемы, желе, компоты","Jams, jelly, compotes"
8916,Oʻsimlik suti,Растительное молоко,Plant milk
8920,Dengiz o'tlari,Водоросли,Seaweed
8918,Shakar o'rnini bosuvchilari,Заменители сахара,Sugar substitutes
8922,Superfudlar,Суперпродукты,Superfoods
8909,Suv,Вода,Water
8937,Konservalangan baliqlar,Рыбные консервы,Canned fish
8949,Makaronlar,Паста,Pasta
8913,Sogʻlom ovqatlanish,Здоровое питание,Healthy eating
8927,Sabzavotli ikra va gazaklar,Овощная икра и закуски,Vegetable caviar and snacks
8933,Konservalangan goʻsht,Мясные консервы,Canned meat
8931,Konservalangan ovqatlar,Консервированные продукты,Canned foods
8905,Energetik ichimliklar,Энергетические напитки,Energy drinks
8486,Boshqa hunarmandchilik buyumlari,Другие ремесла,Other crafts
8901,"Sharbatlar, nektarlar, smuzilar","Соки, нектары, смузи","Juices, nectars, smoothies"
8903,"Kvas, yaxna choy, kombucha","Квас, зеленый чай, комбуча","Kvass, green tea, kombucha"
8491,Taqinchoqlar yasash,Изготовление ювелирных изделий,Jewelry making
8520,Payetkalardan qilingan rasmlar,Картины из пайеток,Pictures made of sequins
8516,Papertollar,Плата за бумагу,Papertolls
8467,Qoʻl ishi uchun,Для рукоделия,For handicrafts
8489,Pechvork va kvilting,Лоскутное шитье и квилтинг,Patchwork and quilting
8524,Otkritka yasash uchun toʻplamlar,Наборы для изготовления открыток,Postcard making kits
8518,Foto ramkalar yasash uchun toʻplamlar,Наборы для изготовления фоторамок,Photo frame making kits
8522,Kviling toʻplamlari,Наборы для квиллинга,Quilling sets
8474,Oʻyinchoqlar yasash,Изготовление игрушек,Making toys
8455,Molbertlar,Мольберты,Easels
8476,Qoʻl ishlari uchun anjomlar,Ремесла,Handicrafts
8480,Qoʻl ishlari uchun materiallar,Материалы для поделок,Materials for crafts
8463,Sketchbuklar,Альбомы для рисования,Sketchbooks
8478,Teriga ishlov berish,Обработка кожи,Leather processing
8449,Asboblar va jihozlar,Инструменты и оборудование,Tools and equipment
8459,Chizish uchun planshetlar,Планшеты для рисования,Drawing tablets
8468,Toʻqish,Вязание,Knitting
8453,"Boʻyoqlar, pigmentlar","Красители, пигменты","Dyes, pigments"
8451,Choʻtkalar,Кисти,Brushes
8472,Toʻquvchilik,Ткачество,Weaving
8484,Kashta tikish,Вышивка,Embroidery
8461,"Boʻyash uchun rasmlar, naqshlar uchun toʻplamlar","Раскраски, наборы узоров","Coloring pages, pattern sets"
8465,Xolstlar,Холсты,Canvases
8482,Moldlar,Формы,Molds
8424,Epoksid qatroni,Эпоксидная смола,Epoxy resin
8416,Applikatsiya,Приложение,Application
8434,Kolleksiya yigʻish,Коллекционирование,Collecting
8426,Gravyuralar,Гравюры,Engravings
8446,Yordamchi suyuqliklar,Вспомогательные жидкости,Auxiliary fluids
8422,Skrapbuking,Скрапбукинг,Scrapbooking
8420,"Yogʻochni kuydirib naqsh solish, yogʻochdan qilingan buyumlar","Выжигание по дереву, резьба по дереву","Wood burning, wood carving"
8418,Sham yasash,Изготовление свечей,Candle making
8438,Modellashtirish,Моделирование,Modeling
8430,Kosmetika va duxilar tayyorlash,Косметика и парфюмерия,Cosmetics and perfume preparation
8428,Sovun tayyorlash,Мыловарение,Soap making
8409,Qum bilan chizish uchun toʻplamlar,Наборы для рисования песком,Sand drawing kits
8407,Olmos mozaikalar,Алмазная мозаика,Diamond mosaics
8404,Stol va karta o'yinlari uchun aksessuarlar,Аксессуары для настольных и карточных игр,Accessories for board and card games
8413,Boshqa xobbilar,Другие увлечения,Other hobbies
8441,Grafika,Графика,Graphics
8432,Barelyeflar va vitrajlar,Барельефы и витражи,Bas-reliefs and stained glass windows
8436,Dekupaj,Декупаж,Decoupage
8414,Origami,Оригами,Origami
8396,"Shaxmatlar, shashkalar, nardalar","Шахматы, шашки, нарды","Chess, checkers, backgammon"
8376,Polimer loy,Полимерная глина,Polymer clay
8389,Klaviatura uskunalari,Клавиатурное оборудование,Keyboard equipment
8380,Musiqiy asboblar,Музыкальные инструменты,Musical instruments
8374,Haykaltaroshlar uchun toʻplamlar,Наборы скульпторов,Sculptors' kits
8392,Domino,Домино,Dominoes
8398,Stol oʻyinlari,Настольные игры,Board games
8394,Loto,Лото,Lotto
8378,Lepka uchun gips va massa,Гипс и масса для литья,Plaster and mass for molding
8369,Lepka,Лепка,Lepka
8381,Zarbali va chertib chalinadigan musiqa asboblari,Ударные и ударные музыкальные инструменты,Percussion and percussion musical instruments
8383,Musiqa asboblari uchun aksessuarlar,Аксессуары для музыкальных инструментов,Musical instrument accessories
8402,Poker uchun toʻplamlar,Покерные наборы,Poker sets
8400,Oʻyin kartalari,Игральные карты,Playing cards
8387,Torli asboblar,Струнные инструменты,Stringed instruments
8385,Puflama cholgʻu asboblari,Духовые инструменты,Wind instruments
8365,Sehrli aksessuarlar va materiallar,Волшебные аксессуары и материалы,Magic accessories and materials
8367,"Amuletlar, tumorlar va talismanlar","Амулеты, обереги и талисманы","Amulets, amulets and talismans"
8361,Fol ochish kartalari,Карты для гадания,Fortune telling cards
8347,Kosmetika va parvarish,Косметика и уход,Cosmetics and care
8370,Slepkalar yaratish uchun toʻplamlar,Наборы для изготовления форм,Kits for making molds
8372,Asboblar,Инструменты,Tools
8345,Homilador ayollar uchun bandajlar,Бандажи для беременных,Bandages for pregnant women
8357,Fol ochish uchun aksessuarlar va atributkalar,Аксессуары и атрибуты для гадания,Accessories and attributes for fortune telling
8343,Koʻkrak uchun plastir va vkladishlar,Накладки и вставки на грудь,Breast patches and inserts
8317,Aravachalar va avtomobil uchun oʻrindiqlar,Коляски и автокресла,Strollers and car seats
8349,Homiladorlar uchun yostiqlar,Подушки для беременных,Pillows for pregnant women
8351,Onalar uchun sumkalar va ryukzaklar,Сумки и рюкзаки для мам,Bags and backpacks for mothers
8340,Onalar uchun mahsulotlar,Товары для мам,Products for mothers
8363,Taro kartalari,Карты Таро,Tarot cards
8353,Tug'ilishdan oldin va tug'ruqdan keyingi trusiklar,Дородовые и послеродовые трусики,Prenatal and postpartum panties
8328,"Ryukzaklar, slinglar, kenguru-sumkalar","Рюкзаки, слинги, переноски для детей","Backpacks, slings, baby carriers"
8331,Ovqatlantirish uchun idishlar va anjomlari,Столовые приборы и принадлежности для еды,Tableware and utensils for eating
8359,Runalar,Руны,Runes
8341,Tugʻruqxona uchun toʻplamlar,Комплекты для беременных,Maternity kits
8330,Ovqatlanish uchun mahsulotlar,Пищевые продукты,Food products
8309,Robototexnika va Stem-oʻyinchoqlar,Игрушки для робототехники и STEM,Robotics and STEM toys
8300,Oʻrgatuvchi va rivojlantiruvchi oʻyinchoqlar,Обучающие и развивающие игрушки,Educational and developmental toys
8322,Yangi tug'ilgan chaqaloqlar uchun konvertlar,Конверты для новорожденных,Envelopes for newborns
8294,Qoʻgʻirchoqlar uychalari,Кукольные домики,Dollhouses
8320,Aravachalar va avtomobil o'rindiqlari uchun aksessuarlar,Аксессуары для колясок и автокресел,Accessories for strollers and car seats
8298,Radioboshqaruvli modellar va oʻyinchoqlar,Радиоуправляемые модели и игрушки,Radio-controlled models and toys
8318,Kichkintoylar uchun velokreslo,Детское велосипедное сиденье,Bicycle seat for babies
8311,Slaymlar,Слизи,Slimes
8313,Qoʻgʻirchoqlar va aksessuarlar,Куклы и аксессуары,Dolls and accessories
8292,Qoʻgʻirchoqlar va aksessuarlar,Куклы и аксессуары,Dolls and accessories
8324,Avtomobil uchun oʻrindiqlar,Автокресла,Car seats
8315,Oʻyinchoqlarni saqlash,Хранение игрушек,Toy storage
8261,Bolalar ovqati,Детское питание,Baby food
8266,"Bolalar uchun suv, sharbatlar va choy","Вода, соки и чай для детей","Water, juices and tea for children"
8284,Interaktiv va musiqali o'yinchoqlar,Интерактивные и музыкальные игрушки,Interactive and musical toys
8276,3 yoshgacha boʻlgan bolalar uchun,Для детей до 3 лет,For children under 3 years old
8278,Oʻyinchoq qurollar va blasterlar,Игрушечные пистолеты и бластеры,Toy guns and blasters
8262,Bolalar uchun desertlar,Десерты для детей,Desserts for children
8282,Oʻyinchoqlar – antistress,Игрушки - антистресс,Toys - antistress
8264,Bolalar uchun aralashmasi,Детская смесь,Children's mixture
8280,Oʻyinchoq transport,Игрушечный транспорт,Toy transport
8237,Bolalar sporti va faol hordiq,Детский спорт и активный отдых,Children's sports and active leisure
8271,Bolalar boʻtqasi,Детская каша,Children's porridge
8259,Xodunok va sakrogʻichlar,Ходунок и джемперы,Hodunok and jumpers
8249,Ochiq havoda oʻynaladigan oʻyinlar,Игры на свежем воздухе,Outdoor games
8268,Bolalar uchun pyure,Пюре для детей,Puree for children
8256,Qum va qumdonlar,Песок и песчаные дюны,Sand and sand dunes
8274,Yogʻoch oʻyinchoqlar,Деревянные игрушки,Wooden toys
8254,Kichkintoylar uchun argʻimchoqlar va shezlonglar,Качели и шезлонги для младенцев,Swings and loungers for babies
8247,Oʻyin majmualari va oʻyin maydonchalari,Игровые комплексы и площадки,Game complexes and playgrounds
8228,Uyqu uchun barcha narsalar,Все для сна,All things for sleep
8207,Bolalar xonasi,Детская комната,Children's room
8238,Bolalar transporti,Детский транспорт,Children's transport
8223,Himoya va xavfsizlik,Защита и безопасность,Protection and security
8199,Сhaqaloq parvarishi,Уход за младенцами,Baby care
8214,Bolalar uchun mebel va aksessuarlar,Детская мебель и аксессуары,Children's furniture and accessories
8184,Choʻmilish va parvarish,Купание и уход,Bathing and care
8196,Tagliklar va trusiklar,Подгузники и трусики,Diapers and panties
8191,Kichkintoylar uchun pelyonkalar va yoʻrgaklar,Подгузники и пеленки для младенцев,Diapers and nappies for babies
8208,Dekoratsiya va chiroqlar,Украшения и огни,Decorations and lights
8166,Gigiyena va tagliklar,Гигиена и подгузники,Hygiene and diapers
8163,Elektr dvigatellari,Электродвигатели,Electric motors
8167,Ogʻiz boʻshligʻi gigiyenasi,Гигиена полости рта,Oral hygiene
8159,Oʻt oldirish viklyuchatellari,Выключатели зажигания,Ignition switches
8173,Bolalar kosmetikasi,Детская косметика,Children's cosmetics
8161,GPS signalini kamaytirgichlar,Ослабители сигнала GPS,GPS signal reducers
8171,Tuvaklar va bolalar hojatxona oʻrindiqlari,Подгузники и детские сиденья для унитаза,Diapers and children's toilet seats
8153,Avtomobillar uchun baland aloqa,Высокоскоростная связь для автомобилей,High-speed communication for cars
8143,GPS-navigatorlar,GPS-навигаторы,GPS navigators
8139,Avtomobil uchun zaryadlash qurilmalari,Автомобильные зарядные устройства,Car chargers
8151,Bort kompyuterlari,Бортовые компьютеры,On-board computers
8145,Avtomobillar uchun quvvat bloklari,Силовые агрегаты для автомобилей,Power units for cars
8155,Yuguruvchi yozuvlar tasmasi,Запись ленты с бегущей записью,Running record tape
8149,Videoregistratorlar,Видеомагнитофоны,Video recorders
8141,Tamakini tutatish rozetkalari va kabellari,Гнезда и кабели прикуривателя,Cigarette lighter sockets and cables
8135,Avtomobil proyektorlari,Автомобильные проекторы,Car projectors
8115,Ventilyatorlar va havo namlantirgichlar,Вентиляторы и увлажнители,Fans and humidifiers
8112,Disklar,Диски,Discs
8104,Kameralar,Камеры,Cameras
8108,"Nippellar, ventillar va sekretkalar","Ниппели, клапаны и соски","Nipples, valves and nipples"
8106,Sirpanishga qarshi zanjirlar va lentalar,Цепи и ленты противоскольжения,Anti-skid chains and tapes
8125,Videoregistratorlar uchun aksessuarlar,Аксессуары для видеорегистраторов,Accessories for video recorders
8127,Isitish elementlari,Нагревательные элементы,Heating elements
8102,Shinalar,Шины,Tires
8100,Gʻildirak qoplamalari,Колпаки колес,Wheel covers
8087,Boʻyoqlar va gruntovkalar,Краски и грунтовки,Paints and primers
8119,Orqani koʻrish kameralari,Камеры заднего вида,Rear view cameras
8110,Flipperlar va emblemalar,Ласты и эмблемы,Flippers and emblems
8091,Antigraviy,Антигравитация,Antigravity
8094,Disklar uchun kolpaklar,Обложки для дисков,Covers for discs
8133,Radar detektorlar,Радар-детекторы,Radar detectors
8131,Avtomobil invertorlari,Автомобильные инверторы,Car inverters
8129,Tamaki tutatkichda ishlaydigan kipyatilniklar,"Обогреватели, работающие на табачном дыме",Tobacco smoke-powered heaters
8121,Alkotesterlar,Алкотестеры,Breathalyzers
8123,Avtomobil video kuzatuv tizimlari,Системы видеонаблюдения для автомобилей,Car video surveillance systems
8098,Motoshinalar,Мотоциклы,Motorcycles
8041,Havo filtri uchun shimdirgichlar,Прокладки воздушного фильтра,Air filter pads
8043,Yelim va germetikalar,Клеи и герметики,Adhesives and sealants
8060,Mototsiklchilar uchun ekipirovka,Экипировка для мотоциклистов,Equipment for motorcyclists
8085,Qirilgan joylarni taʼmirlash uchun vositalar,Инструменты для ремонта поврежденных участков,Tools for repairing damaged areas
8045,Yuvish va tozalash vositalari,Моющие и чистящие средства,Washing and cleaning products
8075,"Choʻtkalar, gubkalar, salfetkalar","Кисти, губки, салфетки","Brushes, sponges, wipes"
8058,Moto-aksessuarlar,Аксессуары для мотоциклов,Motorcycle accessories
8064,Mototexnikalar uchun asboblar va ehtiyot qismlar,Инструменты и запчасти для мотоциклов,Tools and spare parts for motorcycles
8069,Qulflar va shishalarni muzdan eritish moslamalari,Размораживатели замков и стекол,Lock and glass defrosters
8071,Oyna va faralar parvarishi,Уход за окнами и фарами,Window and headlight care
8067,Avtomobil changyutgichlari,Автомобильные пылесосы,Car vacuum cleaners
8054,Qorda yuradigan avtomashina,Снегоход,Snowmobile
8049,Antifrizlar,Антифризы,Antifreezes
8079,Avtomobil uchun quritkichlar,Автомобильные сушилки,Car dryers
8083,Avtomobil kuzovi himoyasi,Защита кузова автомобиля,Car body protection
8056,Motokimyo,Мотохимия,Motochemistry
8001,Avtomobil lebyodkalar,Автомобильные лебедки,Car winches
8033,Motor moylari,Моторные масла,Motor oils
8037,Maxsus moylar,Специальные масла,Special oils
8035,Tormoz suyuqliklari,Тормозные жидкости,Brake fluids
8023,Antikorlar,Антитела,Antibodies
8025,Avtokimyo toʻplamlari,Наборы автохимии,Car chemical kits
8006,Domkratlar,Джекс,Jacks
8008,Avtomobil asboblari toʻplami,Автомобильный набор инструментов,Car tool kit
8010,Qoʻl asboblari,Ручной инструмент,Hand tools
8003,Yuk koʻtarish uskunalari,Подъемное оборудование,Lifting equipment
8031,Transmissiya moylari,Трансмиссионные масла,Transmission oils
8016,Mahkamlagichlar,Крепежные элементы,Fasteners
7995,Inventarni saqlash,Управление запасами,Inventory management
8014,Avtomobil asboblari uchun aksessuarlar,Аксессуары для автомобильных инструментов,Car tool accessories
8021,Tez ishga tushirish uchun suyuqliklar,Жидкости для быстрого старта,Quick start fluids
7999,Taʼmirlash lejaklari,Ремонт выступов,Repair ledges
8019,Moylash materiallari,Смазочные материалы,Lubricants
8039,Motorni yuvish moylari,Масла для промывки двигателя,Engine wash oils
8029,Gidravlik suyuqliklar va moylar,Гидравлические жидкости и масла,Hydraulic fluids and oils
8027,Qoʻllarni tozalash vositalari,Дезинфицирующие средства для рук,Hand sanitizers
7985,Kantovatellar va ushlagichlar,Кантовы и держатели,Cantoves and holders
7981,Diagnostika uskunalari,Диагностическое оборудование,Diagnostic equipment
7950,Avtomobil kuzovi himoyasi,Защита кузова автомобиля,Car body protection
7987,Avto taʼmirlash uskunalari,Оборудование для ремонта автомобилей,Auto repair equipment
7960,Avariya holatlari uchun zarur anjomlar,Аварийные запасы,Emergency supplies
7979,Slesarlik ishlari uchun maxsus asboblar,Специальные инструменты для металлообработки,Special tools for metalworking
7983,Kuzov ishlari uchun uskunalar,Оборудование для кузовных работ,Equipment for bodywork
7991,Avtoturargoh uchun uskunalar,Оборудование для парковки,Parking lot equipment
7989,Avtomobillar uchun pnevmatik uskunalar,Пневмооборудование для автомобилей,Pneumatic equipment for cars
7924,Boshqa avtomobil aksessuarlari,Другие автомобильные аксессуары,Other car accessories
7880,Avtomobillar uchun sabvuferlar,Сабвуферы для автомобилей,Subwoofers for cars
7893,Elektrmobillar uchun zaryadlash stantsiyalari,Зарядные станции для электромобилей,Charging stations for electric vehicles
7895,Akkumulyator batareyalari,Аккумуляторные батареи,Rechargeable batteries
7876,Bosh qurilma,Головное устройство,Head unit
7874,Avtomobillar uchun kuchaytirgichlar,Усилители для автомобилей,Amplifiers for cars
7859,Dvigatel,Двигатель,Engine
7868,Avtomobillar uchun kolonkalar,Автомобильные динамики,Car speakers
7878,Avtotovush oʻrnatish,Установка автоаудио,Car audio installation
7857,Pedal boshqaruvi,Педальное управление,Pedal control
7861,Elektr uskuna,Электрооборудование,Electrical equipment
7866,Avtomobil antennalari,Автомобильные антенны,Car antennas
7891,Akkumulyatorlar uchun zaryadlovchi qurilmalari,Зарядные устройства для аккумуляторов,Battery chargers
7887,Akkumulyator klemmalari,Клеммы аккумулятора,Battery terminals
7885,Avtomobil akkumulyatori aksessuarlari,Аксессуары для автомобильных аккумуляторов,Car battery accessories
7872,Avtotovush uchun aksessuarlar,Автомобильные аудио аксессуары,Car audio accessories
7833,Quvvat tizimi,Система питания,Power system
7827,Yoqilgʻi tizimi,Топливная система,Fuel system
7829,Yog' muhrlari,Масляные уплотнения,Oil seals
7849,TXK uchun ehtiyot qismlar,Запасные части для TXK,Spare parts for TXK
7853,Isitgich va konditsioner,Обогреватель и кондиционер,Heater and air conditioner
7837,Kuzov ehtiyot qismlari,Части тела,Body spare parts
7835,Podveska,Кулон,Pendant
7851,Shisha va faralarni tozalash tizimlari,Системы очистки лобового стекла и фар,Windshield and headlight cleaning systems
7809,Boshqa asboblar,Другие инструменты,Other tools
7843,Transmissiya,Передача инфекции,Transmission
7841,Tormoz tizimi,Тормозная система,Brake system
7825,Osma uskunalar privodi,Приводы для подвесного оборудования,Drives for suspended equipment
7839,Podshipniklar,Подшипники,Bearings
7797,Ehtiyot qismlar,Запчасти,Spare parts
7777,Sarflov materiallari,Расходные материалы,Consumables
7788,Arralash-kesish asboblari,Инструменты для пиления и резки,Sawing and cutting tools
7749,Bosimni oshirish uchun,Для увеличения давления,To increase pressure
7751,Kanalizatsiya uchun,Для канализации,For sewage
7753,Avtomatik suv taʼminoti uchun,Для автоматической подачи воды,For automatic water supply
7747,Hududni sugʻorish uchun,Для орошения территории,For irrigation of the area
7745,Suvni filtrlash,Фильтрация воды,Water filtration
7742,Uy va bogʻ uchun suv taʼminoti,Водоснабжение дома и сада,Water supply for home and garden
7743,Rezervuardan tortib chiqarish uchun,Вытащить из танка,To pull out of the tank
7755,Avtomatika va butlovchi qismlar,Автоматизация и компоненты,Automation and components
7721,Shamollatish moslamalari,Вентиляционные устройства,Ventilation devices
7732,Yelim va germetikalar,Клеи и герметики,Adhesives and sealants
7736,Laklar va Boʻyoqlar,Лаки и Краски,Varnishes and Paints
7714,Chiroqi musiqa,Яркая музыка,Bright music
7716,Ventilyatsiya,Вентиляция,Ventilation
7727,Qurilish-pardoz materiallari,Строительные и отделочные материалы,Construction and finishing materials
7730,Septiklar va gruntovkalar,Септики и септики,Septic tanks and septic tanks
7719,Havo kanallari va butlovchi qismlar,Воздуховоды и компоненты,Air ducts and components
7717,Kanalli ventilyatorlar,Канальные вентиляторы,Ducted fans
7723,Havoni tortuvchi ventilyatorlar,Вытяжные вентиляторы,Air extraction fans
7728,Qurilish-pardoz ishlar uchun aksessuarlar va sarflov materiallari,Аксессуары и расходные материалы для строительства и отделочных работ,Accessories and consumables for construction and finishing works
7695,Yoritish,Освещение,Lighting
7712,Texnik xonalar uchun chiroqlar,Светильники для технических помещений,Lights for technical rooms
7734,Gul qogʻozlar,Цветочные бумаги,Flower papers
7739,Boshqa qoplama materiallari,Другие материалы покрытия,Other coating materials
7725,Shamollatish panjaralari va revizion lyuklar,Вентиляционные решетки и смотровые люки,Ventilation grilles and inspection hatches
7708,Patronlar va perexodniklar,Посетители и носильщики,Patrons and porters
7675,Isitgichlar,Обогреватели,Heaters
7696,Tunchiroqlar,Ночные огни,Night lights
7677,Aqlli uy,Умный дом,Smart home
7685,Elektrmontaj uchun mahsulotlar,Электромонтажные изделия,Electrical installation products
7702,Lampochkalar,Лампочки,Light bulbs
7700,Turar joy binolari uchun tunchiroqlar,Ночное освещение для жилых зданий,Night lights for residential buildings
7673,"Avtomatik oʻchirgichlar, HOʻQ, differensial avtomatlar","Автоматические выключатели, автоматические выключатели, дифференциальные автоматические выключатели","Circuit breakers, circuit breakers, differential circuit breakers"
7668,Sanoat va qurilish changyutgichlari,Промышленные и строительные пылесосы,Industrial and construction vacuum cleaners
7671,Batareyalar,Аккумуляторы,Batteries
7706,Stol lampalari,Настольные лампы,Table lamps
7710,USB lampalar,USB-лампы,USB lamps
7704,Svetodiod yoritgichlar,Светодиодные фонари,LED lights
7691,Butlovchi qismlar va sarflov materiallari,Запасные части и расходные материалы,Spare parts and consumables
7689,Rozetkalar va viklyuchatellar,Розетки и выключатели,Sockets and switches
